payload_index,donor_index,source_region,region_offset,packet,half,lane,sobol_word,float_bits,hard_tail_index
2162,10354,0,2162,67,1,2,3527147520,0x3f6b88bc,-1
2163,10355,0,2163,67,1,3,1379663872,0xbeedb47b,-1
2164,10356,0,2164,67,1,4,1916534784,0xbe0a711b,-1
2165,10357,0,2165,67,1,5,4064018432,0x3fcdfe90,-1
2166,10358,0,2166,67,1,6,2990276608,0x3f037a24,-1
2167,10359,0,2167,67,1,7,842792960,0xbf5aec8a,-1
2168,10360,0,2168,67,1,8,574357504,0xbf8df1bf,-1
2169,10361,0,2169,67,1,9,2721841152,0x3eaef900,-1
2170,10362,0,2170,67,1,10,3795582976,0x3f98cf77,-1
2171,10363,0,2171,67,1,11,1648099328,0xbe976688,-1
2172,10364,0,2172,67,1,12,1111228416,0xbf25b39b,-1
2173,10365,0,2173,67,1,13,3258712064,0x3f33c47c,-1
2174,10366,0,2174,67,1,14,2184970240,0x3cb33cfc,-1
2175,10367,0,2175,67,1,15,37486592,0xc0182016,-1
2176,10368,0,2176,68,0,0,54263808,0xc00f2f78,-1
2177,10369,0,2177,68,0,1,2201747456,0x3d01bd5d,-1
2178,10370,0,2178,68,0,2,3275489280,0x3f36fd42,-1
2179,10371,0,2179,68,0,3,1128005632,0xbf229f6d,-1
2180,10372,0,2180,68,0,4,1664876544,0xbe922bc8,-1
2181,10373,0,2181,68,0,5,3812360192,0x3f9b65c0,-1
2182,10374,0,2182,68,0,6,2738618368,0x3eb44c03,-1
2183,10375,0,2183,68,0,7,591134720,0xbf8ba636,-1
2184,10376,0,2184,68,0,8,859570176,0xbf575510,-1
2185,10377,0,2185,68,0,9,3007053824,0x3f06586d,-1
2186,10378,0,2186,68,0,10,4080795648,0x3fd2b546,-1
2187,10379,0,2187,68,0,11,1933312000,0xbe005470,-1
2188,10380,0,2188,68,0,12,1396441088,0xbee8229f,-1
2189,10381,0,2189,68,0,13,3543924736,0x3f6f6364,-1
2190,10382,0,2190,68,0,14,2470182912,0x3e420217,-1
2191,10383,0,2191,68,0,15,322699264,0xbfb82381,-1
2192,10384,0,2192,68,1,0,456916992,0xbf9f7c8f,-1
2193,10385,0,2193,68,1,1,2604400640,0x3e8a3150,-1
2194,10386,0,2194,68,1,2,3678142464,0x3f883830,-1
2195,10387,0,2195,68,1,3,1530658816,0xbebc7ce6,-1
2196,10388,0,2196,68,1,4,2067529728,0xbd3f3327,-1
2197,10389,0,2197,68,1,5,4215013376,0x4005536e,-1
2198,10390,0,2198,68,1,6,3141271552,0x3f1df40a,-1
2199,10391,0,2199,68,1,7,993787904,0xbf3bfacd,-1
2200,10392,0,2200,68,1,8,725352448,0xbf7565bc,-1
2201,10393,0,2201,68,1,9,2872836096,0x3edfa8c2,-1
2202,10394,0,2202,68,1,10,3946577920,0x3fb2e4c0,-1
2203,10395,0,2203,68,1,11,1799094272,0xbe51a99d,-1
2204,10396,0,2204,68,1,12,1262223360,0xbf0ac544,-1
2205,10397,0,2205,68,1,13,3409707008,0x3f51e9c2,-1
2206,10398,0,2206,68,1,14,2335965184,0x3de1bd4f,-1
2207,10399,0,2207,68,1,15,188481536,0xbfda8869,-1
2208,10400,0,2208,69,0,0,255590400,0xbfc78a3e,-1
2209,10401,0,2209,69,0,1,2403074048,0x3e19518e,-1
2210,10402,0,2210,69,0,2,3476815872,0x3f604765,-1
2211,10403,0,2211,69,0,3,1329332224,0xbefe967a,-1
2212,10404,0,2212,69,0,4,1866203136,0xbe28dcec,-1
2213,10405,0,2213,69,0,5,4013686784,0x3fc14fa4,-1
2214,10406,0,2214,69,0,6,2939944960,0x3ef5efe6,-1
2215,10407,0,2215,69,0,7,792461312,0xbf65f7dc,-1
2216,10408,0,2216,69,0,8,1060896768,0xbf2f161f,-1
2217,10409,0,2217,69,0,9,3208380416,0x3f2a4484,-1
2218,10410,0,2218,69,0,10,4282122240,0x402fec4a,13
2219,10411,0,2219,69,0,11,2134638592,0xbbf5a6e0,-1
2220,10412,0,2220,69,0,12,1597767680,0xbea72fc7,-1
2221,10413,0,2221,69,0,13,3745251328,0x3f916680,-1
2222,10414,0,2222,69,0,14,2671509504,0x3e9f1c37,-1
2223,10415,0,2223,69,0,15,524025856,0xbf951ec1,-1
2224,10416,0,2224,69,1,0,389808128,0xbfab0521,-1
2225,10417,0,2225,69,1,1,2537291776,0x3e6b01ab,-1
2226,10418,0,2226,69,1,2,3611033600,0x3f7f619f,-1
2227,10419,0,2227,69,1,3,1463549952,0xbed21ee0,-1
2228,10420,0,2228,69,1,4,2000420864,0xbdaffe62,-1
2229,10421,0,2229,69,1,5,4147904512,0x3fe93195,-1
2230,10422,0,2230,69,1,6,3074162688,0x3f11fe7c,-1
2231,10423,0,2231,69,1,7,926679040,0xbf495e57,-1
2232,10424,0,2232,69,1,8,658243584,0xbf82e310,-1
2233,10425,0,2233,69,1,9,2805727232,0x3ec9cc0d,-1
2234,10426,0,2234,69,1,10,3879469056,0x3fa671d4,-1
2235,10427,0,2235,69,1,11,1731985408,0xbe7acc3f,-1
2236,10428,0,2236,69,1,12,1195114496,0xbf168882,-1
2237,10429,0,2237,69,1,13,3342598144,0x3f442e0a,-1
2238,10430,0,2238,69,1,14,2268856320,0x3d913151,-1
2239,10431,0,2239,69,1,15,121372672,0xbff41917,-1
2240,10432,0,2240,70,0,0,87818240,0xc002dada,-1
2241,10433,0,2241,70,0,1,2235301888,0x3d5205a9,-1
2242,10434,0,2242,70,0,2,3309043712,0x3f3d858c,-1
2243,10435,0,2243,70,0,3,1161560064,0xbf1c88cb,-1
2244,10436,0,2244,70,0,4,1698430976,0xbe87c1cd,-1
2245,10437,0,2245,70,0,5,3845914624,0x3fa0c578,-1
2246,10438,0,2246,70,0,6,2772172800,0x3ebf0141,-1
2247,10439,0,2247,70,0,7,624689152,0xbf87305d,-1
2248,10440,0,2248,70,0,8,893124608,0xbf5045de,-1
2249,10441,0,2249,70,0,9,3040608256,0x3f0c222b,-1
2250,10442,0,2250,70,0,10,4114350080,0x3fdd1982,-1
2251,10443,0,2251,70,0,11,1966866432,0xbdd848e4,-1
2252,10444,0,2252,70,0,12,1429995520,0xbedd13ab,-1
2253,10445,0,2253,70,0,13,3577479168,0x3f77439f,-1
2254,10446,0,2254,70,0,14,2503737344,0x3e5676e0,-1
2255,10447,0,2255,70,0,15,356253696,0xbfb158b7,-1
2256,10448,0,2256,70,1,0,490471424,0xbf9a2d4c,-1
2257,10449,0,2257,70,1,1,2637955072,0x3e949ed3,-1
2258,10450,0,2258,70,1,2,3711696896,0x3f8cb82d,-1
2259,10451,0,2259,70,1,3,1564213248,0xbeb1cc7d,-1
2260,10452,0,2260,70,1,4,2101084160,0xbcdddd1d,-1
2261,10453,0,2261,70,1,5,4248567808,0x40130597,-1
2262,10454,0,2262,70,1,6,3174825984,0x3f241021,-1
2263,10455,0,2263,70,1,7,1027342336,0xbf3579bb,-1
2264,10456,0,2264,70,1,8,758906880,0xbf6d932e,-1
2265,10457,0,2265,70,1,9,2906390528,0x3eeabe1b,-1
2266,10458,0,2266,70,1,10,3980132352,0x3fb9cec9,-1
2267,10459,0,2267,70,1,11,1832648704,0xbe3d39a8,-1
2268,10460,0,2268,70,1,12,1295777792,0xbf04ffb2,-1
2269,10461,0,2269,70,1,13,3443261440,0x3f5902b4,-1
2270,10462,0,2270,70,1,14,2369519616,0x3e051176,-1
2271,10463,0,2271,70,1,15,222035968,0xbfd0769c,-1
2272,10464,0,2272,71,0,0,154927104,0xbfe62bc8,-1
2273,10465,0,2273,71,0,1,2302410752,0x3db96e22,-1
2274,10466,0,2274,71,0,2,3376152576,0x3f4af934,-1
2275,10467,0,2275,71,0,3,1228668928,0xbf109d1e,-1
2276,10468,0,2276,71,0,4,1765539840,0xbe662f0b,-1
2277,10469,0,2277,71,0,5,3913023488,0x3fac7718,-1
2278,10470,0,2278,71,0,6,2839281664,0x3ed4adff,-1
2279,10471,0,2279,71,0,7,691798016,0xbf7d74bd,-1
2280,10472,0,2280,71,0,8,960233472,0xbf429b89,-1
2281,10473,0,2281,71,0,9,3107717120,0x3f17eea6,-1
2282,10474,0,2282,71,0,10,4181458944,0x3ff7d1dc,-1
2283,10475,0,2283,71,0,11,2033975296,0xbd87c549,-1
2284,10476,0,2284,71,0,12,1497104384,0xbec74281,-1
2285,10477,0,2285,71,0,13,3644588032,0x3f83e1c3,-1
2286,10478,0,2286,71,0,14,2570846208,0x3e7fa4c9,-1
2287,10479,0,2287,71,0,15,423362560,0xbfa515f4,-1
2288,10480,0,2288,71,1,0,289144832,0xbfbf7e33,-1
2289,10481,0,2289,71,1,1,2436628480,0x3e2da10d,-1
2290,10482,0,2290,71,1,2,3510370304,0x3f67bb8f,-1
2291,10483,0,2291,71,1,3,1362886656,0xbef34d93,-1
2292,10484,0,2292,71,1,4,1899757568,0xbe14913b,-1
2293,10485,0,2293,71,1,5,4047241216,0x3fc98b69,-1
2294,10486,0,2294,71,1,6,2973499392,0x3f00a00f,-1
2295,10487,0,2295,71,1,7,826015744,0xbf5e8f2e,-1
2296,10488,0,2296,71,1,8,557580288,0xbf904934,-1
2297,10489,0,2297,71,1,9,2705063936,0x3ea9aad1,-1
2298,10490,0,2298,71,1,10,3778805760,0x3f9648ca,-1
2299,10491,0,2299,71,1,11,1631322112,0xbe9ca555,-1
2300,10492,0,2300,71,1,12,1094451200,0xbf28cdf8,-1
2301,10493,0,2301,71,1,13,3241934848,0x3f3092ef,-1
2302,10494,0,2302,71,1,14,2168193024,0x3c460749,-1
2303,10495,0,2303,71,1,15,20709376,0xc025a79c,-1
2304,10496,0,2304,72,0,0,29097984,0xc01e03cd,-1
2305,10497,0,2305,72,0,1,2176581632,0x3c8b1fe3,-1
2306,10498,0,2306,72,0,2,3250323456,0x3f322ad2,-1
2307,10499,0,2307,72,0,3,1102839808,0xbf274000,-1
2308,10500,0,2308,72,0,4,1639710720,0xbe9a056a,-1
2309,10501,0,2309,72,0,5,3787194368,0x3f978a3d,-1
2310,10502,0,2310,72,0,6,2713452544,0x3eac5151,-1
2311,10503,0,2311,72,0,7,565968896,0xbf8f1bf1,-1
2312,10504,0,2312,72,0,8,834404352,0xbf5cbc6f,-1
2313,10505,0,2313,72,0,9,2981888000,0x3f020c95,-1
2314,10506,0,2314,72,0,10,4055629824,0x3fcbbd1b,-1
2315,10507,0,2315,72,0,11,1908146176,0xbe0f80b8,-1
2316,10508,0,2316,72,0,12,1371275264,0xbef0801b,-1
2317,10509,0,2317,72,0,13,3518758912,0x3f69a07f,-1
2318,10510,0,2318,72,0,14,2445017088,0x3e32b794,-1
2319,10511,0,2319,72,0,15,297533440,0xbfbd9864,-1
2320,10512,0,2320,72,1,0,431751168,0xbfa3a810,-1
2321,10513,0,2321,72,1,1,2579234816,0x3e8268d3,-1
2322,10514,0,2322,72,1,2,3652976640,0x3f84f3b4,-1
2323,10515,0,2323,72,1,3,1505492992,0xbec48f07,-1
2324,10516,0,2324,72,1,4,2042363904,0xbd7b7284,-1
2325,10517,0,2325,72,1,5,4189847552,0x3ffc0905,-1
2326,10518,0,2326,72,1,6,3116105728,0x3f196df4,-1
2327,10519,0,2327,72,1,7,968622080,0xbf40f041,-1
2328,10520,0,2328,72,1,8,700186624,0xbf7b6b02,-1
2329,10521,0,2329,72,1,9,2847670272,0x3ed76a4b,-1
2330,10522,0,2330,72,1,10,3921412096,0x3fae0807,-1
2331,10523,0,2331,72,1,11,1773928448,0xbe610b8c,-1
2332,10524,0,2332,72,1,12,1237057536,0xbf0f255f,-1
2333,10525,0,2333,72,1,13,3384541184,0x3f4cb1ba,-1
2334,10526,0,2334,72,1,14,2310799360,0x3dc3800c,-1
2335,10527,0,2335,72,1,15,163315712,0xbfe31513,-1
2336,10528,0,2336,73,0,0,230424576,0xbfce2334,-1
2337,10529,0,2337,73,0,1,2377908224,0x3e0a2028,-1
2338,10530,0,2338,73,0,2,3451650048,0x3f5acfa3,-1
2339,10531,0,2339,73,0,3,1304166400,0xbf039106,-1
2340,10532,0,2340,73,0,4,1841037312,0xbe3820c2,-1
2341,10533,0,2341,73,0,5,3988520960,0x3fbb9fa5,-1
2342,10534,0,2342,73,0,6,2914779136,0x3eed87d0,-1
2343,10535,0,2343,73,0,7,767295488,0xbf6ba75c,-1
2344,10536,0,2344,73,0,8,1035730944,0xbf33de25,-1
2345,10537,0,2345,73,0,9,3183214592,0x3f259ae2,-1
2346,10538,0,2346,73,0,10,4256956416,0x4017cc13,-1
2347,10539,0,2347,73,0,11,2109472768,0xbcb5bed6,-1
2348,10540,0,2348,73,0,12,1572601856,0xbeaf2386,-1
2349,10541,0,2349,73,0,13,3720085504,0x3f8ddf36,-1
2350,10542,0,2350,73,0,14,2646343680,0x3e973ca2,-1
2351,10543,0,2351,73,0,15,498860032,0xbf98e3ec,-1
2352,10544,0,2352,73,1,0,364642304,0xbfafb976,-1
2353,10545,0,2353,73,1,1,2512125952,0x3e5b976c,-1
2354,10546,0,2354,73,1,2,3585867776,0x3f79451b,-1
2355,10547,0,2355,73,1,3,1438384128,0xbeda5416,-1
2356,10548,0,2356,73,1,4,1975255040,0xbdce3469,-1
2357,10549,0,2357,73,1,5,4122738688,0x3fdff075,-1
2358,10550,0,2358,73,1,6,3048996864,0x3f0d9775,-1
2359,10551,0,2359,73,1,7,901513216,0xbf4e8863,-1
2360,10552,0,2360,73,1,8,633077760,0xbf861967,-1
2361,10553,0,2361,73,1,9,2780561408,0x3ec1b1df,-1
2362,10554,0,2362,73,1,10,3854303232,0x3fa228f1,-1
2363,10555,0,2363,73,1,11,1706819584,0xbe852997,-1
2364,10556,0,2364,73,1,12,1169948672,0xbf1b06b0,-1
2365,10557,0,2365,73,1,13,3317432320,0x3f3f2c8f,-1
2366,10558,0,2366,73,1,14,2243690496,0x3d661aa8,-1
2367,10559,0,2367,73,1,15,96206848,0xc0006afa,-1
2368,10560,0,2368,74,0,0,129761280,0xbff057db,-1
2369,10561,0,2369,74,0,1,2277244928,0x3d9b3f05,-1
2370,10562,0,2370,74,0,2,3350986752,0x3f45dd7b,-1
2371,10563,0,2371,74,0,3,1203503104,0xbf150bc2,-1
2372,10564,0,2372,74,0,4,1740374016,0xbe75a297,-1
2373,10565,0,2373,74,0,5,3887857664,0x3fa7ea45,-1
2374,10566,0,2374,74,0,6,2814115840,0x3ecc824d,-1
2375,10567,0,2375,74,0,7,666632192,0xbf81d59a,-1
2376,10568,0,2376,74,0,8,935067648,0xbf47aa4d,-1
2377,10569,0,2377,74,0,9,3082551296,0x3f13789d,-1
2378,10570,0,2378,74,0,10,4156293120,0x3fec916a,-1
2379,10571,0,2379,74,0,11,2008809472,0xbda5eea2,-1
2380,10572,0,2380,74,0,12,1471938560,0xbecf658f,-1
2381,10573,0,2381,74,0,13,3619422208,0x3f80b9bc,-1
2382,10574,0,2382,74,0,14,2545680384,0x3e702813,-1
2383,10575,0,2383,74,0,15,398196736,0xbfa9808e,-1
2384,10576,0,2384,74,1,0,532414464,0xbf93e44c,-1
2385,10577,0,2385,74,1,1,2679898112,0x3ea1be33,-1
2386,10578,0,2386,74,1,2,3753639936,0x3f9299f5,-1
2387,10579,0,2387,74,1,3,1606156288,0xbea48b83,-1
2388,10580,0,2388,74,1,4,2143027200,0xbb2a736e,-1
2389,10581,0,2389,74,1,5,4290510848,0x40451280,45
2390,10582,0,2390,74,1,6,3216769024,0x3f2bd59c,-1
2391,10583,0,2391,74,1,7,1069285376,0xbf2d8195,-1
2392,10584,0,2392,74,1,8,800849920,0xbf64191c,-1
2393,10585,0,2393,74,1,9,2948333568,0x3ef8c106,-1
2394,10586,0,2394,74,1,10,4022075392,0x3fc34b60,-1
2395,10587,0,2395,74,1,11,1874591744,0xbe23c87d,-1
2396,10588,0,2396,74,1,12,1337720832,0xbefbc155,-1
2397,10589,0,2397,74,1,13,3485204480,0x3f621fd4,-1
2398,10590,0,2398,74,1,14,2411462656,0x3e1e63e7,-1
2399,10591,0,2399,74,1,15,263979008,0xbfc57454,-1
2400,10592,0,2400,75,0,0,196870144,0xbfd7e371,-1
2401,10593,0,2401,75,0,1,2344353792,0x3debd472,-1
2402,10594,0,2402,75,0,2,3418095616,0x3f53ac15,-1
2403,10595,0,2403,75,0,3,1270611968,0xbf095235,-1
2404,10596,0,2404,75,0,4,1807482880,0xbe4c8bb3,-1
2405,10597,0,2405,75,0,5,3954966528,0x3fb492b2,-1
2406,10598,0,2406,75,0,6,2881224704,0x3ee26b88,-1
2407,10599,0,2407,75,0,7,733741056,0xbf736ba5,-1
2408,10600,0,2408,75,0,8,1002176512,0xbf3a57a7,-1
2409,10601,0,2409,75,0,9,3149660160,0x3f1f78df,-1
2410,10602,0,2410,75,0,10,4223401984,0x40083380,-1
2411,10603,0,2411,75,0,11,2075918336,0xbd2b208d,-1
2412,10604,0,2412,75,0,12,1539047424,0xbeb9cede,-1
2413,10605,0,2413,75,0,13,3686531072,0x3f89541d,-1
2414,10606,0,2414,75,0,14,2612789248,0x3e8ccb46,-1
2415,10607,0,2415,75,0,15,465305600,0xbf9e2231,-1
2416,10608,0,2416,75,1,0,331087872,0xbfb66468,-1
2417,10609,0,2417,75,1,1,2478571520,0x3e471d59,-1
2418,10610,0,2418,75,1,2,3552313344,0x3f7155f6,-1
2419,10611,0,2419,75,1,3,1404829696,0xbee55c55,-1
2420,10612,0,2420,75,1,4,1941700608,0xbdf68ea4,-1
2421,10613,0,2421,75,1,5,4089184256,0x3fd52d1b,-1
2422,10614,0,2422,75,1,6,3015442432,0x3f07c930,-1
2423,10615,0,2423,75,1,7,867958784,0xbf558d60,-1
2424,10616,0,2424,75,1,8,599523328,0xbf8a84b5,-1
2425,10617,0,2425,75,1,9,2747006976,0x3eb6f763,-1
2426,10618,0,2426,75,1,10,3820748800,0x3f9cb712,-1
2427,10619,0,2427,75,1,11,1673265152,0xbe8f8fe0,-1
2428,10620,0,2428,75,1,12,1136394240,0xbf211797,-1
2429,10621,0,2429,75,1,13,3283877888,0x3f389c70,-1
2430,10622,0,2430,75,1,14,2210136064,0x3d15cdef,-1
2431,10623,0,2431,75,1,15,62652416,0xc00b9769,-1
2432,10624,0,2432,76,0,0,45875200,0xc0134c17,-1
2433,10625,0,2433,76,0,1,2193358848,0x3cdb5b2f,-1
2434,10626,0,2434,76,0,2,3267100672,0x3f355ff4,-1
2435,10627,0,2435,76,0,3,1119617024,0xbf2428c1,-1
2436,10628,0,2436,76,0,4,1656487936,0xbe94c8a9,-1
2437,10629,0,2437,76,0,5,3803971584,0x3f9a1898,-1
2438,10630,0,2438,76,0,6,2730229760,0x3eb1a1e5,-1
2439,10631,0,2439,76,0,7,582746112,0xbf8cca88,-1
2440,10632,0,2440,76,0,8,851181568,0xbf591f6f,-1
2441,10633,0,2441,76,0,9,2998665216,0x3f04e8c0,-1
2442,10634,0,2442,76,0,10,4072407040,0x3fd050e1,-1
2443,10635,0,2443,76,0,11,1924923392,0xbe05625b,-1
2444,10636,0,2444,76,0,12,1388052480,0xbeeaeaa9,-1
2445,10637,0,2445,76,0,13,3535536128,0x3f6d7457,-1
2446,10638,0,2446,76,0,14,2461794304,0x3e3ce811,-1
2447,10639,0,2447,76,0,15,314310656,0xbfb9eb8f,-1
2448,10640,0,2448,76,1,0,448528384,0xbfa0db8b,-1
2449,10641,0,2449,76,1,1,2596012032,0x3e879843,-1
2450,10642,0,2450,76,1,2,3669753856,0x3f871edb,-1
2451,10643,0,2451,76,1,3,1522270208,0xbebf2c40,-1
2452,10644,0,2452,76,1,4,2059141120,0xbd5346ef,-1
2453,10645,0,2453,76,1,5,4206624768,0x4002b26a,-1
2454,10646,0,2454,76,1,6,3132882944,0x3f1c709f,-1
2455,10647,0,2455,76,1,7,985399296,0xbf3d9fed,-1
2456,10648,0,2456,76,1,8,716963840,0xbf77639a,-1
2457,10649,0,2457,76,1,9,2864447488,0x3edce7a6,-1
2458,10650,0,2458,76,1,10,3938189312,0x3fb13e8c,-1
2459,10651,0,2459,76,1,11,1790705664,0xbe56c8df,-1
2460,10652,0,2460,76,1,12,1253834752,0xbf0c3977,-1
2461,10653,0,2461,76,1,13,3401318400,0x3f5029f4,-1
2462,10654,0,2462,76,1,14,2327576576,0x3dd7a792,-1
2463,10655,0,2463,76,1,15,180092928,0xbfdd4622,-1
2464,10656,0,2464,77,0,0,247201792,0xbfc9ae13,-1
2465,10657,0,2465,77,0,1,2394685440,0x3e14402c,-1
2466,10658,0,2466,77,0,2,3468427264,0x3f5e71ed,-1
2467,10659,0,2467,77,0,3,1320943616,0xbf00b6cf,-1
2468,10660,0,2468,77,0,4,1857814528,0xbe2df26d,-1
2469,10661,0,2469,77,0,5,4005298176,0x3fbf5f85,-1
2470,10662,0,2470,77,0,6,2931556352,0x3ef320ae,-1
2471,10663,0,2471,77,0,7,784072704,0xbf67d9c5,-1
2472,10664,0,2472,77,0,8,1052508160,0xbf30ac60,-1
2473,10665,0,2473,77,0,9,3199991808,0x3f28b50c,-1
2474,10666,0,2474,77,0,10,4273733632,0x40251a55,-1
2475,10667,0,2475,77,0,11,2126249984,0xbc4b0ac6,-1
2476,10668,0,2476,77,0,12,1589379072,0xbea9d530,-1
2477,10669,0,2477,77,0,13,3736862720,0x3f903649,-1
2478,10670,0,2478,77,0,14,2663120896,0x3e9c7b4f,-1
2479,10671,0,2479,77,0,15,515637248,0xbf965cc5,-1
2480,10672,0,2480,77,1,0,381419520,0xbfac8ff5,-1
2481,10673,0,2481,77,1,1,2528903168,0x3e65dcc8,-1
2482,10674,0,2482,77,1,2,3602644992,0x3f7d5403,-1
2483,10675,0,2483,77,1,3,1455161344,0xbed4d9b8,-1
2484,10676,0,2484,77,1,4,1992032256,0xbdba0f38,-1
2485,10677,0,2485,77,1,5,4139515904,0x3fe5f95a,-1
2486,10678,0,2486,77,1,6,3065774080,0x3f108599,-1
2487,10679,0,2487,77,1,7,918290432,0xbf4b14ab,-1
2488,10680,0,2488,77,1,8,649854976,0xbf83f2d0,-1
2489,10681,0,2489,77,1,9,2797338624,0x3ec7173e,-1
2490,10682,0,2490,77,1,10,3871080448,0x3fa4feee,-1
2491,10683,0,2491,77,1,11,1723596800,0xbe7ff78a,-1
2492,10684,0,2492,77,1,12,1186725888,0xbf180691,-1
2493,10685,0,2493,77,1,13,3334209536,0x3f4280c4,-1
2494,10686,0,2494,77,1,14,2260467712,0x3d872482,-1
2495,10687,0,2495,77,1,15,112984064,0xbff81351,-1
2496,10688,0,2496,78,0,0,79429632,0xc0057f74,-1
2497,10689,0,2497,78,0,1,2226913280,0x3d3df1f5,-1
2498,10690,0,2498,78,0,2,3300655104,0x3f3be08c,-1
2499,10691,0,2499,78,0,3,1153171456,0xbf1e0c4c,-1
2500,10692,0,2500,78,0,4,1690042368,0xbe8a5ae8,-1
2501,10693,0,2501,78,0,5,3837526016,0x3f9f66c6,-1
2502,10694,0,2502,78,0,6,2763784192,0x3ebc51fb,-1
2503,10695,0,2503,78,0,7,616300544,0xbf8849db,-1
2504,10696,0,2504,78,0,8,884736000,0xbf5205d4,-1
2505,10697,0,2505,78,0,9,3032219648,0x3f0aae0a,-1
2506,10698,0,2506,78,0,10,4105961472,0x3fda5d65,-1
2507,10699,0,2507,78,0,11,1958477824,0xbde25eb6,-1
2508,10700,0,2508,78,0,12,1421606912,0xbedfd4e2,-1
2509,10701,0,2509,78,0,13,3569090560,0x3f7545ff,-1
2510,10702,0,2510,78,0,14,2495348736,0x3e5157b5,-1
2511,10703,0,2511,78,0,15,347865088,0xbfb2ff64,-1
2512,10704,0,2512,78,1,0,482082816,0xbf9b7ab5,-1
2513,10705,0,2513,78,1,1,2629566464,0x3e920202,-1
2514,10706,0,2514,78,1,2,3703308288,0x3f8b9409,-1
2515,10707,0,2515,78,1,3,1555824640,0xbeb476b0,-1
2516,10708,0,2516,78,1,4,2092695552,0xbd02fe60,-1
2517,10709,0,2517,78,1,5,4240179200,0x400ef27c,-1
2518,10710,0,2518,78,1,6,3166437376,0x3f2286e4,-1
2519,10711,0,2519,78,1,7,1018953728,0xbf371727,-1
2520,10712,0,2520,78,1,8,750518272,0xbf6f8272,-1
2521,10713,0,2521,78,1,9,2898001920,0x3ee7f62d,-1
2522,10714,0,2522,78,1,10,3971743744,0x3fb8074e,-1
2523,10715,0,2523,78,1,11,1824260096,0xbe4253c2,-1
2524,10716,0,2524,78,1,12,1287389184,0xbf066f71,-1
2525,10717,0,2525,78,1,13,3434872832,0x3f573881,-1
2526,10718,0,2526,78,1,14,2361131008,0x3e000398,-1
2527,10719,0,2527,78,1,15,213647360,0xbfd2dc2d,-1
2528,10720,0,2528,79,0,0,146538496,0xbfe9665e,-1
2529,10721,0,2529,79,0,1,2294022144,0x3daf5d5e,-1
2530,10722,0,2530,79,0,2,3367763968,0x3f494305,-1
2531,10723,0,2531,79,0,3,1220280320,0xbf121615,-1
2532,10724,0,2532,79,0,4,1757151232,0xbe6b5406,-1
2533,10725,0,2533,79,0,5,3904634880,0x3faaeca9,-1
2534,10726,0,2534,79,0,6,2830893056,0x3ed1f340,-1
2535,10727,0,2535,79,0,7,683409408,0xbf7f829d,-1
2536,10728,0,2536,79,0,8,951844864,0xbf4448f1,-1
2537,10729,0,2537,79,0,9,3099328512,0x3f1670ad,-1
2538,10730,0,2538,79,0,10,4173070336,0x3ff3db6c,-1
2539,10731,0,2539,79,0,11,2025586688,0xbd91d226,-1
2540,10732,0,2540,79,0,12,1488715776,0xbec9f766,-1
2541,10733,0,2541,79,0,13,3636199424,0x3f82d228,-1
2542,10734,0,2542,79,0,14,2562457600,0x3e7a7999,-1
2543,10735,0,2543,79,0,15,414973952,0xbfa68931,-1
2544,10736,0,2544,79,1,0,280756224,0xbfc16f07,-1
2545,10737,0,2545,79,1,1,2428239872,0x3e288b9e,-1
2546,10738,0,2546,79,1,2,3501981696,0x3f65d9d8,-1
2547,10739,0,2547,79,1,3,1354498048,0xbef61cea,-1
2548,10740,0,2548,79,1,4,1891368960,0xbe19a2ad,-1
2549,10741,0,2549,79,1,5,4038852608,0x3fc76879,-1
2550,10742,0,2550,79,1,6,2965110784,0x3efe6919,-1
2551,10743,0,2551,79,1,7,817627136,0xbf6064d5,-1
2552,10744,0,2552,79,1,8,549191680,0xbf91799f,-1
2553,10745,0,2553,79,1,9,2696675328,0x3ea7057b,-1
2554,10746,0,2554,79,1,10,3770417152,0x3f950b00,-1
2555,10747,0,2555,79,1,11,1622933504,0xbe9f464f,-1
2556,10748,0,2556,79,1,12,1086062592,0xbf2a5d89,-1
2557,10749,0,2557,79,1,13,3233546240,0x3f2efcca,-1
2558,10750,0,2558,79,1,14,2159804416,0x3beba006,-1
2559,10751,0,2559,79,1,15,12320768,0xc030cba3,17
2560,10752,0,2560,80,0,0,16515072,0xc02a9560,1
2561,10753,0,2561,80,0,1,2163998720,0x3c1deb87,-1
2562,10754,0,2562,80,0,2,3237740544,0x3f2fc7a5,-1
2563,10755,0,2563,80,0,3,1090256896,0xbf29958d,-1
2564,10756,0,2564,80,0,4,1627127808,0xbe9df5b0,-1
2565,10757,0,2565,80,0,5,3774611456,0x3f95a971,-1
2566,10758,0,2566,80,0,6,2700869632,0x3ea85801,-1
2567,10759,0,2567,80,0,7,553385984,0xbf90e103,-1
2568,10760,0,2568,80,0,8,821821440,0xbf5f79a4,-1
2569,10761,0,2569,80,0,9,2969305088,0x3effd45a,-1
2570,10762,0,2570,80,0,10,4043046912,0x3fc87827,-1
2571,10763,0,2571,80,0,11,1895563264,0xbe1719d6,-1
2572,10764,0,2572,80,0,12,1358692352,0xbef4b502,-1
2573,10765,0,2573,80,0,13,3506176000,0x3f66ca4d,-1
2574,10766,0,2574,80,0,14,2432434176,0x3e2b1633,-1
2575,10767,0,2575,80,0,15,284950528,0xbfc07532,-1
